modality,state,interpolation_alpha,condition,task,metric,pairs,mean
preference,projector-interp100,1.0,vision,count,mean_margin,50,0.35125000417232516
preference,projector-interp100,1.0,vision,ocr,paired_preference,50,0.22
preference,projector-interp100,1.0,vision,ocr,sample_preference,50,0.61
preference,projector-interp100,1.0,vision,ocr,mean_margin,50,0.7732174833842685
preference,projector-interp100,1.0,vision,shape,paired_preference,50,0.48
preference,projector-interp100,1.0,vision,shape,sample_preference,50,0.74
preference,projector-interp100,1.0,vision,shape,mean_margin,50,4.946562510877848
preference,projector-interp100,1.0,vision,spatial,paired_preference,50,1.0
preference,projector-interp100,1.0,vision,spatial,sample_preference,50,1.0
preference,projector-interp100,1.0,vision,spatial,mean_margin,50,3.984947925704182
generation,frozen-base,,paired_counterfactual_image,overall,generation_paired,300,0.06333333333333334
generation,frozen-base,,paired_counterfactual_image,overall,generation_sample,300,0.21166666666666667
generation,frozen-base,,paired_counterfactual_image,overall,prediction_flip,300,0.37
generation,frozen-base,,paired_counterfactual_image,color,generation_paired,50,0.0
generation,frozen-base,,paired_counterfactual_image,color,generation_sample,50,0.06
generation,frozen-base,,paired_counterfactual_image,color,prediction_flip,50,0.22
generation,frozen-base,,paired_counterfactual_image,coordinate,generation_paired,50,0.0
generation,frozen-base,,paired_counterfactual_image,coordinate,generation_sample,50,0.0
generation,frozen-base,,paired_counterfactual_image,coordinate,prediction_flip,50,0.0
generation,frozen-base,,paired_counterfactual_image,count,generation_paired,50,0.0
generation,frozen-base,,paired_counterfactual_image,count,generation_sample,50,0.08
generation,frozen-base,,paired_counterfactual_image,count,prediction_flip,50,0.3
generation,frozen-base,,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,frozen-base,,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,frozen-base,,paired_counterfactual_image,ocr,prediction_flip,50,0.76
generation,frozen-base,,paired_counterfactual_image,shape,generation_paired,50,0.16
generation,frozen-base,,paired_counterfactual_image,shape,generation_sample,50,0.52
generation,frozen-base,,paired_counterfactual_image,shape,prediction_flip,50,0.72
generation,frozen-base,,paired_counterfactual_image,spatial,generation_paired,50,0.22
generation,frozen-base,,paired_counterfactual_image,spatial,generation_sample,50,0.61
generation,frozen-base,,paired_counterfactual_image,spatial,prediction_flip,50,0.22
generation,frozen-base,,vision,overall,generation_paired,300,0.06333333333333334
generation,frozen-base,,vision,overall,generation_sample,300,0.21166666666666667
generation,frozen-base,,vision,overall,prediction_flip,300,0.37
generation,frozen-base,,vision,color,generation_paired,50,0.0
generation,frozen-base,,vision,color,generation_sample,50,0.06
generation,frozen-base,,vision,color,prediction_flip,50,0.22
generation,frozen-base,,vision,coordinate,generation_paired,50,0.0
generation,frozen-base,,vision,coordinate,generation_sample,50,0.0
generation,frozen-base,,vision,coordinate,prediction_flip,50,0.0
generation,frozen-base,,vision,count,generation_paired,50,0.0
generation,frozen-base,,vision,count,generation_sample,50,0.08
generation,frozen-base,,vision,count,prediction_flip,50,0.3
generation,frozen-base,,vision,ocr,generation_paired,50,0.0
generation,frozen-base,,vision,ocr,generation_sample,50,0.0
generation,frozen-base,,vision,ocr,prediction_flip,50,0.76
generation,frozen-base,,vision,shape,generation_paired,50,0.16
generation,frozen-base,,vision,shape,generation_sample,50,0.52
generation,frozen-base,,vision,shape,prediction_flip,50,0.72
generation,frozen-base,,vision,spatial,generation_paired,50,0.22
generation,frozen-base,,vision,spatial,generation_sample,50,0.61
generation,frozen-base,,vision,spatial,prediction_flip,50,0.22
generation,projector-interp000,0.0,paired_counterfactual_image,overall,generation_paired,300,0.22666666666666666
generation,projector-interp000,0.0,paired_counterfactual_image,overall,generation_sample,300,0.37666666666666665
generation,projector-interp000,0.0,paired_counterfactual_image,overall,prediction_flip,300,0.7266666666666667
generation,projector-interp000,0.0,paired_counterfactual_image,color,generation_paired,50,0.14
generation,projector-interp000,0.0,paired_counterfactual_image,color,generation_sample,50,0.37
generation,projector-interp000,0.0,paired_counterfactual_image,color,prediction_flip,50,0.72
generation,projector-interp000,0.0,paired_counterfactual_image,coordinate,generation_paired,50,0.02
generation,projector-interp000,0.0,paired_counterfactual_image,coordinate,generation_sample,50,0.17
generation,projector-interp000,0.0,paired_counterfactual_image,coordinate,prediction_flip,50,0.42
generation,projector-interp000,0.0,paired_counterfactual_image,count,generation_paired,50,0.02
generation,projector-interp000,0.0,paired_counterfactual_image,count,generation_sample,50,0.2
generation,projector-interp000,0.0,paired_counterfactual_image,count,prediction_flip,50,0.76
generation,projector-interp000,0.0,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,projector-interp000,0.0,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,projector-interp000,0.0,paired_counterfactual_image,ocr,prediction_flip,50,0.8
generation,projector-interp000,0.0,paired_counterfactual_image,shape,generation_paired,50,0.4
generation,projector-interp000,0.0,paired_counterfactual_image,shape,generation_sample,50,0.63
generation,projector-interp000,0.0,paired_counterfactual_image,shape,prediction_flip,50,0.88
generation,projector-interp000,0.0,paired_counterfactual_image,spatial,generation_paired,50,0.78
generation,projector-interp000,0.0,paired_counterfactual_image,spatial,generation_sample,50,0.89
generation,projector-interp000,0.0,paired_counterfactual_image,spatial,prediction_flip,50,0.78
generation,projector-interp000,0.0,vision,overall,generation_paired,300,0.22666666666666666
generation,projector-interp000,0.0,vision,overall,generation_sample,300,0.37666666666666665
generation,projector-interp000,0.0,vision,overall,prediction_flip,300,0.7266666666666667
generation,projector-interp000,0.0,vision,color,generation_paired,50,0.14
generation,projector-interp000,0.0,vision,color,generation_sample,50,0.37
generation,projector-interp000,0.0,vision,color,prediction_flip,50,0.72
generation,projector-interp000,0.0,vision,coordinate,generation_paired,50,0.02
generation,projector-interp000,0.0,vision,coordinate,generation_sample,50,0.17
generation,projector-interp000,0.0,vision,coordinate,prediction_flip,50,0.42
generation,projector-interp000,0.0,vision,count,generation_paired,50,0.02
generation,projector-interp000,0.0,vision,count,generation_sample,50,0.2
generation,projector-interp000,0.0,vision,count,prediction_flip,50,0.76
generation,projector-interp000,0.0,vision,ocr,generation_paired,50,0.0
generation,projector-interp000,0.0,vision,ocr,generation_sample,50,0.0
generation,projector-interp000,0.0,vision,ocr,prediction_flip,50,0.8
generation,projector-interp000,0.0,vision,shape,generation_paired,50,0.4
generation,projector-interp000,0.0,vision,shape,generation_sample,50,0.63
generation,projector-interp000,0.0,vision,shape,prediction_flip,50,0.88
generation,projector-interp000,0.0,vision,spatial,generation_paired,50,0.78
generation,projector-interp000,0.0,vision,spatial,generation_sample,50,0.89
generation,projector-interp000,0.0,vision,spatial,prediction_flip,50,0.78
generation,projector-interp025,0.25,paired_counterfactual_image,overall,generation_paired,300,0.27
generation,projector-interp025,0.25,paired_counterfactual_image,overall,generation_sample,300,0.41333333333333333
generation,projector-interp025,0.25,paired_counterfactual_image,overall,prediction_flip,300,0.76
generation,projector-interp025,0.25,paired_counterfactual_image,color,generation_paired,50,0.08
generation,projector-interp025,0.25,paired_counterfactual_image,color,generation_sample,50,0.31
generation,projector-interp025,0.25,paired_counterfactual_image,color,prediction_flip,50,0.6
generation,projector-interp025,0.25,paired_counterfactual_image,coordinate,generation_paired,50,0.1
generation,projector-interp025,0.25,paired_counterfactual_image,coordinate,generation_sample,50,0.36
generation,projector-interp025,0.25,paired_counterfactual_image,coordinate,prediction_flip,50,0.62
generation,projector-interp025,0.25,paired_counterfactual_image,count,generation_paired,50,0.0
generation,projector-interp025,0.25,paired_counterfactual_image,count,generation_sample,50,0.12
generation,projector-interp025,0.25,paired_counterfactual_image,count,prediction_flip,50,0.68
generation,projector-interp025,0.25,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,projector-interp025,0.25,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,projector-interp025,0.25,paired_counterfactual_image,ocr,prediction_flip,50,0.84
generation,projector-interp025,0.25,paired_counterfactual_image,shape,generation_paired,50,0.44
generation,projector-interp025,0.25,paired_counterfactual_image,shape,generation_sample,50,0.69
generation,projector-interp025,0.25,paired_counterfactual_image,shape,prediction_flip,50,0.82
generation,projector-interp025,0.25,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,projector-interp025,0.25,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,projector-interp025,0.25,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,projector-interp025,0.25,vision,overall,generation_paired,300,0.27
generation,projector-interp025,0.25,vision,overall,generation_sample,300,0.41333333333333333
generation,projector-interp025,0.25,vision,overall,prediction_flip,300,0.76
generation,projector-interp025,0.25,vision,color,generation_paired,50,0.08
generation,projector-interp025,0.25,vision,color,generation_sample,50,0.31
generation,projector-interp025,0.25,vision,color,prediction_flip,50,0.6
generation,projector-interp025,0.25,vision,coordinate,generation_paired,50,0.1
generation,projector-interp025,0.25,vision,coordinate,generation_sample,50,0.36
generation,projector-interp025,0.25,vision,coordinate,prediction_flip,50,0.62
generation,projector-interp025,0.25,vision,count,generation_paired,50,0.0
generation,projector-interp025,0.25,vision,count,generation_sample,50,0.12
generation,projector-interp025,0.25,vision,count,prediction_flip,50,0.68
generation,projector-interp025,0.25,vision,ocr,generation_paired,50,0.0
generation,projector-interp025,0.25,vision,ocr,generation_sample,50,0.0
generation,projector-interp025,0.25,vision,ocr,prediction_flip,50,0.84
generation,projector-interp025,0.25,vision,shape,generation_paired,50,0.44
generation,projector-interp025,0.25,vision,shape,generation_sample,50,0.69
generation,projector-interp025,0.25,vision,shape,prediction_flip,50,0.82
generation,projector-interp025,0.25,vision,spatial,generation_paired,50,1.0
generation,projector-interp025,0.25,vision,spatial,generation_sample,50,1.0
generation,projector-interp025,0.25,vision,spatial,prediction_flip,50,1.0
generation,projector-interp050,0.5,paired_counterfactual_image,overall,generation_paired,300,0.2833333333333333
generation,projector-interp050,0.5,paired_counterfactual_image,overall,generation_sample,300,0.435
generation,projector-interp050,0.5,paired_counterfactual_image,overall,prediction_flip,300,0.81
generation,projector-interp050,0.5,paired_counterfactual_image,color,generation_paired,50,0.04
generation,projector-interp050,0.5,paired_counterfactual_image,color,generation_sample,50,0.27
generation,projector-interp050,0.5,paired_counterfactual_image,color,prediction_flip,50,0.66
generation,projector-interp050,0.5,paired_counterfactual_image,coordinate,generation_paired,50,0.34
generation,projector-interp050,0.5,paired_counterfactual_image,coordinate,generation_sample,50,0.61
generation,projector-interp050,0.5,paired_counterfactual_image,coordinate,prediction_flip,50,0.86
generation,projector-interp050,0.5,paired_counterfactual_image,count,generation_paired,50,0.02
generation,projector-interp050,0.5,paired_counterfactual_image,count,generation_sample,50,0.13
generation,projector-interp050,0.5,paired_counterfactual_image,count,prediction_flip,50,0.64
generation,projector-interp050,0.5,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,projector-interp050,0.5,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,projector-interp050,0.5,paired_counterfactual_image,ocr,prediction_flip,50,0.94
generation,projector-interp050,0.5,paired_counterfactual_image,shape,generation_paired,50,0.3
generation,projector-interp050,0.5,paired_counterfactual_image,shape,generation_sample,50,0.6
generation,projector-interp050,0.5,paired_counterfactual_image,shape,prediction_flip,50,0.76
generation,projector-interp050,0.5,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,projector-interp050,0.5,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,projector-interp050,0.5,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,projector-interp050,0.5,vision,overall,generation_paired,300,0.2833333333333333
generation,projector-interp050,0.5,vision,overall,generation_sample,300,0.435
generation,projector-interp050,0.5,vision,overall,prediction_flip,300,0.81
generation,projector-interp050,0.5,vision,color,generation_paired,50,0.04
generation,projector-interp050,0.5,vision,color,generation_sample,50,0.27
generation,projector-interp050,0.5,vision,color,prediction_flip,50,0.66
generation,projector-interp050,0.5,vision,coordinate,generation_paired,50,0.34
generation,projector-interp050,0.5,vision,coordinate,generation_sample,50,0.61
generation,projector-interp050,0.5,vision,coordinate,prediction_flip,50,0.86
generation,projector-interp050,0.5,vision,count,generation_paired,50,0.02
generation,projector-interp050,0.5,vision,count,generation_sample,50,0.13
generation,projector-interp050,0.5,vision,count,prediction_flip,50,0.64
generation,projector-interp050,0.5,vision,ocr,generation_paired,50,0.0
generation,projector-interp050,0.5,vision,ocr,generation_sample,50,0.0
generation,projector-interp050,0.5,vision,ocr,prediction_flip,50,0.94
generation,projector-interp050,0.5,vision,shape,generation_paired,50,0.3
generation,projector-interp050,0.5,vision,shape,generation_sample,50,0.6
generation,projector-interp050,0.5,vision,shape,prediction_flip,50,0.76
generation,projector-interp050,0.5,vision,spatial,generation_paired,50,1.0
generation,projector-interp050,0.5,vision,spatial,generation_sample,50,1.0
generation,projector-interp050,0.5,vision,spatial,prediction_flip,50,1.0
generation,projector-interp075,0.75,paired_counterfactual_image,overall,generation_paired,300,0.2733333333333333
generation,projector-interp075,0.75,paired_counterfactual_image,overall,generation_sample,300,0.42833333333333334
generation,projector-interp075,0.75,paired_counterfactual_image,overall,prediction_flip,300,0.8133333333333334
generation,projector-interp075,0.75,paired_counterfactual_image,color,generation_paired,50,0.16
generation,projector-interp075,0.75,paired_counterfactual_image,color,generation_sample,50,0.38
generation,projector-interp075,0.75,paired_counterfactual_image,color,prediction_flip,50,0.74
generation,projector-interp075,0.75,paired_counterfactual_image,coordinate,generation_paired,50,0.34
generation,projector-interp075,0.75,paired_counterfactual_image,coordinate,generation_sample,50,0.61
generation,projector-interp075,0.75,paired_counterfactual_image,coordinate,prediction_flip,50,0.86
generation,projector-interp075,0.75,paired_counterfactual_image,count,generation_paired,50,0.02
generation,projector-interp075,0.75,paired_counterfactual_image,count,generation_sample,50,0.12
generation,projector-interp075,0.75,paired_counterfactual_image,count,prediction_flip,50,0.54
generation,projector-interp075,0.75,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,projector-interp075,0.75,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,projector-interp075,0.75,paired_counterfactual_image,ocr,prediction_flip,50,1.0
generation,projector-interp075,0.75,paired_counterfactual_image,shape,generation_paired,50,0.12
generation,projector-interp075,0.75,paired_counterfactual_image,shape,generation_sample,50,0.46
generation,projector-interp075,0.75,paired_counterfactual_image,shape,prediction_flip,50,0.74
generation,projector-interp075,0.75,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,projector-interp075,0.75,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,projector-interp075,0.75,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,projector-interp075,0.75,vision,overall,generation_paired,300,0.2733333333333333
generation,projector-interp075,0.75,vision,overall,generation_sample,300,0.42833333333333334
generation,projector-interp075,0.75,vision,overall,prediction_flip,300,0.8133333333333334
generation,projector-interp075,0.75,vision,color,generation_paired,50,0.16
generation,projector-interp075,0.75,vision,color,generation_sample,50,0.38
generation,projector-interp075,0.75,vision,color,prediction_flip,50,0.74
generation,projector-interp075,0.75,vision,coordinate,generation_paired,50,0.34
generation,projector-interp075,0.75,vision,coordinate,generation_sample,50,0.61
generation,projector-interp075,0.75,vision,coordinate,prediction_flip,50,0.86
generation,projector-interp075,0.75,vision,count,generation_paired,50,0.02
generation,projector-interp075,0.75,vision,count,generation_sample,50,0.12
generation,projector-interp075,0.75,vision,count,prediction_flip,50,0.54
generation,projector-interp075,0.75,vision,ocr,generation_paired,50,0.0
generation,projector-interp075,0.75,vision,ocr,generation_sample,50,0.0
generation,projector-interp075,0.75,vision,ocr,prediction_flip,50,1.0
generation,projector-interp075,0.75,vision,shape,generation_paired,50,0.12
generation,projector-interp075,0.75,vision,shape,generation_sample,50,0.46
generation,projector-interp075,0.75,vision,shape,prediction_flip,50,0.74
generation,projector-interp075,0.75,vision,spatial,generation_paired,50,1.0
generation,projector-interp075,0.75,vision,spatial,generation_sample,50,1.0
generation,projector-interp075,0.75,vision,spatial,prediction_flip,50,1.0
generation,projector-interp100,1.0,paired_counterfactual_image,overall,generation_paired,300,0.25666666666666665
generation,projector-interp100,1.0,paired_counterfactual_image,overall,generation_sample,300,0.41
generation,projector-interp100,1.0,paired_counterfactual_image,overall,prediction_flip,300,0.7966666666666666
generation,projector-interp100,1.0,paired_counterfactual_image,color,generation_paired,50,0.16
generation,projector-interp100,1.0,paired_counterfactual_image,color,generation_sample,50,0.38
generation,projector-interp100,1.0,paired_counterfactual_image,color,prediction_flip,50,0.7
generation,projector-interp100,1.0,paired_counterfactual_image,coordinate,generation_paired,50,0.24
generation,projector-interp100,1.0,paired_counterfactual_image,coordinate,generation_sample,50,0.51
generation,projector-interp100,1.0,paired_counterfactual_image,coordinate,prediction_flip,50,0.88
generation,projector-interp100,1.0,paired_counterfactual_image,count,generation_paired,50,0.02
generation,projector-interp100,1.0,paired_counterfactual_image,count,generation_sample,50,0.11
generation,projector-interp100,1.0,paired_counterfactual_image,count,prediction_flip,50,0.68
generation,projector-interp100,1.0,paired_counterfactual_image,ocr,generation_paired,50,0.0
generation,projector-interp100,1.0,paired_counterfactual_image,ocr,generation_sample,50,0.0
generation,projector-interp100,1.0,paired_counterfactual_image,ocr,prediction_flip,50,0.96
generation,projector-interp100,1.0,paired_counterfactual_image,shape,generation_paired,50,0.12
generation,projector-interp100,1.0,paired_counterfactual_image,shape,generation_sample,50,0.46
generation,projector-interp100,1.0,paired_counterfactual_image,shape,prediction_flip,50,0.56
generation,projector-interp100,1.0,paired_counterfactual_image,spatial,generation_paired,50,1.0
generation,projector-interp100,1.0,paired_counterfactual_image,spatial,generation_sample,50,1.0
generation,projector-interp100,1.0,paired_counterfactual_image,spatial,prediction_flip,50,1.0
generation,projector-interp100,1.0,vision,overall,generation_paired,300,0.25666666666666665
generation,projector-interp100,1.0,vision,overall,generation_sample,300,0.41
generation,projector-interp100,1.0,vision,overall,prediction_flip,300,0.7966666666666666
generation,projector-interp100,1.0,vision,color,generation_paired,50,0.16
generation,projector-interp100,1.0,vision,color,generation_sample,50,0.38
generation,projector-interp100,1.0,vision,color,prediction_flip,50,0.7
generation,projector-interp100,1.0,vision,coordinate,generation_paired,50,0.24
generation,projector-interp100,1.0,vision,coordinate,generation_sample,50,0.51
generation,projector-interp100,1.0,vision,coordinate,prediction_flip,50,0.88
generation,projector-interp100,1.0,vision,count,generation_paired,50,0.02
generation,projector-interp100,1.0,vision,count,generation_sample,50,0.11
generation,projector-interp100,1.0,vision,count,prediction_flip,50,0.68
generation,projector-interp100,1.0,vision,ocr,generation_paired,50,0.0
generation,projector-interp100,1.0,vision,ocr,generation_sample,50,0.0
generation,projector-interp100,1.0,vision,ocr,prediction_flip,50,0.96
generation,projector-interp100,1.0,vision,shape,generation_paired,50,0.12
generation,projector-interp100,1.0,vision,shape,generation_sample,50,0.46
generation,projector-interp100,1.0,vision,shape,prediction_flip,50,0.56
generation,projector-interp100,1.0,vision,spatial,generation_paired,50,1.0
generation,projector-interp100,1.0,vision,spatial,generation_sample,50,1.0
generation,projector-interp100,1.0,vision,spatial,prediction_flip,50,1.0
